# Constructed from biom file
#OTU ID	old_G1_R1	old_G1_R2	old_G1_R3	old_G3_R1	old_G3_R2	old_G3_R3	old_G5_R1	old_G5_R2	old_G5_R3	old_G7_R1	old_G7_R2	old_G7_R3
0d3a0b2c70fabd309be24d4f50d2b1b2	4713.0	4406.0	4181.0	2320.0	2868.0	2803.0	1784.0	1365.0	1096.0	0.0	834.0	0.0
cf680a58577f3d2a5d642eb67c4a6903	4179.0	3866.0	3619.0	2010.0	2251.0	2187.0	1408.0	964.0	1001.0	105.0	0.0	118.0
a9a009b1459d32bbe333d8ca648d1faf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	5080.0	4182.0	3844.0
0cd87e487d7efabf9a98bea3f89b7d99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4338.0	3791.0	3462.0
bc7e4df7be3ebf9b659a1d49b5a3c26f	2515.0	2373.0	2347.0	1309.0	1552.0	1506.0	1011.0	659.0	831.0	0.0	0.0	0.0
5805235e5c03832caa35a9a9b7fac03e	2256.0	2164.0	2022.0	1436.0	1763.0	1717.0	1060.0	766.0	776.0	0.0	0.0	0.0
f4daa7fef9265f8c53fb63acb66ec326	2418.0	2228.0	2046.0	1572.0	1493.0	1636.0	893.0	811.0	781.0	0.0	0.0	0.0
5bd01bca3130818d1f97f98c3be017ce	2280.0	2151.0	2010.0	1098.0	1279.0	1273.0	828.0	645.0	648.0	0.0	0.0	0.0
9001f7c61e9eb8bbacf0438186349e3e	2148.0	2128.0	2042.0	1081.0	1263.0	1186.0	593.0	705.0	788.0	0.0	0.0	0.0
623845e90b306a9e8b1505219b4db3e9	2067.0	1911.0	1962.0	1016.0	1293.0	1155.0	919.0	709.0	612.0	0.0	0.0	0.0
bb736009b2d89f8a9b0f23727c5707ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	2842.0	2405.0	2150.0
a79eaf1adca8f1656782c654bbcc0c0f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2729.0	2297.0	1971.0
6ee002c78fa2021b6bb5c7f47ae0fba9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2635.0	2057.0	2030.0
8f8a968dc0c419b18f7e2a4488ee5d39	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	2417.0	2184.0	1978.0
fe77411ed9e39016f4a5b606d4e3fed3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2376.0	2179.0	2023.0
4922aa8ce28379b4c48e83cf4c156563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2423.0	2220.0	1849.0
20b7c1ac80c74b72ca14800d43ed3128	1409.0	1324.0	1266.0	638.0	764.0	728.0	512.0	434.0	289.0	0.0	0.0	0.0
5c67b5c90909bf02c717a1a6670118ac	468.0	441.0	455.0	1391.0	1379.0	1365.0	944.0	910.0	901.0	0.0	252.0	0.0
25a2932834dde26e42674921e77b0203	0.0	0.0	0.0	0.0	92.0	0.0	131.0	0.0	0.0	1361.0	1241.0	1104.0
49701267b0911e2441da0989a3e150fd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1364.0	1127.0	1035.0
3dcbdf4b9dad40a95b5375b4104064f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	812.0	705.0	683.0
59377978c8d8ceaf0be4132a05a70c13	0.0	0.0	0.0	4834.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16dc9fc60d3bdcb0a2da0e0e75396ea8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	693.0	568.0	615.0
67f167c1e3e163e73bd7d0c50c4fd289	0.0	0.0	0.0	0.0	0.0	0.0	1574.0	1098.0	1052.0	0.0	0.0	258.0
402ca8ebe96d03c37a5c163493f3cfb0	0.0	0.0	0.0	0.0	0.0	0.0	1285.0	980.0	918.0	260.0	283.0	0.0
7ef73c30bff4534afd1c50df50d5dbc9	0.0	0.0	0.0	0.0	71.0	96.0	0.0	0.0	0.0	443.0	373.0	370.0
ada7366ae3a17ba887ef7e55cfa6a76b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0	320.0	340.0
9cacd954aaca0692cb361b85ceaf29e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	263.0	266.0
cf1fb23a9c288b5dde97f6da757d473a	0.0	0.0	0.0	519.0	703.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0
8363077bd69d461c9d7e7d323a9ec7d0	0.0	0.0	0.0	0.0	0.0	0.0	772.0	614.0	524.0	90.0	97.0	0.0
b0e96eb53f6a00fa2bc8cc508c8fdc21	0.0	0.0	0.0	0.0	0.0	0.0	309.0	256.0	259.0	0.0	0.0	0.0
